,Name,RA,Dec,Period,Duty_cycle,phase
0,sample_2_0,156.95772877621923,-5.5956505892797,129.1642250921431,0.08796486350599138,0.5286567225705344
1,sample_2_1,9.333417531809053,11.77199802264333,165.8775130982872,0.07653628563165008,0.2701374268373725
2,sample_2_2,197.87794237385742,-66.75130633651949,8.571947349505438,0.03397830047321696,0.41694766193065375
3,sample_2_3,156.71562602018707,55.37193284038639,54.393021681784525,0.3233010280886791,0.47754403031746556
4,sample_2_4,151.33198838369398,38.71801749372665,111.91552695626045,0.20211596974071164,0.5635385126886915
5,sample_2_5,118.92020522657369,5.573624806031461,92.69989876773491,0.2735191355659099,0.9487668395301729
6,sample_2_6,73.67330360498927,-4.848152919552703,164.36817437774204,0.11810780528666175,0.02207121698584467
7,sample_2_7,222.9369286152726,-1.3229617262982885,131.56140994875398,0.15836527758379318,0.8087787844189447
8,sample_2_8,107.87538286815466,1.8343268768303602,191.07971144647826,0.2603359598847203,0.20430102092469557
9,sample_2_9,96.05755220975689,-49.829608229055594,18.210352202157008,0.16408016450323193,0.7363430030892131
10,sample_2_10,223.60755866311342,-17.872653701699576,119.88060047332046,0.17765046530132414,0.9746037264499401
11,sample_2_11,190.4906247976398,-66.09090554325495,194.00615840530818,0.08551722142213389,0.42237728227296806
12,sample_2_12,48.44864574423074,34.66019306174657,4.0296016122095875,0.07958485625022575,0.189031983631787
13,sample_2_13,184.88761007754746,-26.0855170922339,100.9852783664957,0.3350444616475845,0.8729119956705689
14,sample_2_14,66.39816719302385,-11.787877043920872,168.9679188945638,0.20963184136467014,0.5332246303413737
15,sample_2_15,282.71986787885464,-51.34226392316441,95.25226325244124,0.13841951672175315,0.25318811977887734
16,sample_2_16,307.43025137492333,66.07533056167384,127.65846118105308,0.026981425114317663,0.3372204279519236
17,sample_2_17,177.92476722065663,-81.6586097856237,149.79544384490777,0.41937390559443766,0.7993400074797046
18,sample_2_18,304.76128816720313,2.502820815390038,112.41137475200246,0.021196428635094338,0.6652109605998364
19,sample_2_19,28.672292077784952,27.49047549060468,129.0964199130285,0.4032004780568429,0.7223924001487515
20,sample_2_20,181.8880871977233,43.37141523831585,115.1098622437835,0.03429906528044443,0.9804887049617462
21,sample_2_21,23.503076292771734,-16.445704466116297,170.23849707981435,0.4494121429936744,0.2668959650580734
22,sample_2_22,154.1236098127326,26.500678311486666,181.17995017053823,0.01037761612524389,0.4978049850318874
23,sample_2_23,34.75103310690486,-43.76822707928547,37.21733798365632,0.1451647227696643,0.758940661546753
24,sample_2_24,45.77746265248819,-3.2715104580648244,122.34251159786803,0.1842702306851939,0.03733706092849745
25,sample_2_25,214.8277144869855,-77.2126500843814,130.63331083095952,0.30231250311555313,0.06395030264131525
26,sample_2_26,81.36409420552431,-72.65291392076428,127.65532891206252,0.3933049905721274,0.15218186115039437
27,sample_2_27,38.500339405909564,20.31218125218456,9.087031705462316,0.22281862761021234,0.15737576995197594
28,sample_2_28,79.31001423919443,76.54097934970252,75.54458741759025,0.45623827529317357,0.0706991375136473
29,sample_2_29,125.93711277490274,-64.64123262073326,162.22363461189238,0.1577011175149891,0.3056627406329534
30,sample_2_30,168.4030266621435,-20.455441265190856,76.02397412795553,0.21129145850469816,0.9450390028014879
31,sample_2_31,72.62735971216125,-49.38643336747311,56.03460145466829,0.38104058871234037,0.6696742197573018
32,sample_2_32,230.54578067064415,-14.05612200289589,43.69972423741435,0.23981215684149443,0.6184231369263872
33,sample_2_33,173.90465772879506,19.311785395985723,162.68745705065814,0.3619595269983265,0.506529089622605
34,sample_2_34,181.8847139699577,21.679201196568698,16.822281430071964,0.49353093690873234,0.8570277852704903
35,sample_2_35,139.28096751003025,85.08370275115374,122.18454305023396,0.10921564588956058,0.8933918872802534
36,sample_2_36,285.7086899615133,-20.508933546644712,47.995822780040186,0.3901112163831256,0.7141363815779607
37,sample_2_37,208.80092439183153,18.04116982664337,53.664197771778134,0.32752413949480846,0.9859298012922488
38,sample_2_38,58.4273331622345,-42.725889302219215,194.22503792427725,0.3156549423062362,0.14137923847277722
39,sample_2_39,252.27014402622964,81.96143953542264,18.659683304640666,0.10685455856726193,0.10133638909816942
40,sample_2_40,347.2374242810518,-52.56335287804813,58.71895496873949,0.41651607082528447,0.1254485491664819
41,sample_2_41,180.00251001291687,-41.940558603982176,70.83690987165116,0.09686210885656465,0.2580657261933952
42,sample_2_42,320.22633350054826,-6.2997298888353725,198.1895985179779,0.4983108316636594,0.06683444282246144
43,sample_2_43,122.98057334794682,-12.376345443179034,143.5211805463557,0.10762144613867748,0.5353368335457868
44,sample_2_44,204.17131880184772,48.03704394891918,35.46090337527267,0.37328109075744464,0.581368141053402
45,sample_2_45,153.91611924063633,67.81850355896066,19.335205517251584,0.4281198199624981,0.50452587151341
46,sample_2_46,157.22857794238462,-45.409321437030414,136.3045320960912,0.031771343279934146,0.23184742120665758
47,sample_2_47,279.56053003977115,-6.437918009798921,156.14966863298514,0.33925270632833704,0.358580986392711
48,sample_2_48,192.81696685498278,67.69303891181909,18.316046436428365,0.3797806683982715,0.6414522870918155
49,sample_2_49,343.3462479579251,25.10236922590144,35.604974150619356,0.39327310681781386,0.17012918644549677
50,sample_2_50,195.91439344515663,63.26121007709202,94.38958334913609,0.4826916837702535,0.5183366216817059
51,sample_2_51,29.554089924086654,-46.73269451706526,195.58710171676645,0.04341889320290904,0.9947256781288033
52,sample_2_52,131.88289826060569,41.316111724659464,74.42350402141028,0.12475650154972957,0.34468902750473096
53,sample_2_53,306.3053305911166,-74.98084437414539,156.40046545133723,0.3136948238377428,0.6854948621735295
54,sample_2_54,146.25860922221926,-80.23578525073438,15.253048131745894,0.065634886070126,0.554944572767629
55,sample_2_55,9.792824519779957,-47.99060801120453,152.47270499541358,0.14666386236251538,0.6570457285342036
56,sample_2_56,88.9835588618082,-53.003286765840144,37.42805523782228,0.3327482826275139,0.27098543033913164
57,sample_2_57,24.171906320932948,-27.827936773554626,198.07372919082172,0.2471116713411979,0.02736208376819349
58,sample_2_58,357.78573025964687,39.53110926108076,192.31437212437996,0.11624529186443981,0.5820543206937865
59,sample_2_59,349.40794223546914,-61.1194042116357,166.37230433547143,0.048375134973863414,0.7568137193605612
60,sample_2_60,288.09220614938016,24.60820836421304,163.42803710027553,0.2260842312084056,0.2634820022317107
61,sample_2_61,216.65356188884687,-10.064310937560663,94.34939382726485,0.3845154198381142,0.720123719313681
62,sample_2_62,275.3847848027449,-71.53363876307995,90.83355377701945,0.04760890819740012,0.3944426675688969
63,sample_2_63,60.92099154485747,-8.398148888313244,103.30633769331912,0.42206178228718744,0.7935612119378483
64,sample_2_64,105.48807043176652,-77.09531687120659,13.349472745876692,0.08528323695710147,0.33007794656580947
65,sample_2_65,188.66355104125583,59.13069087570739,11.909293565993366,0.0677793674681974,0.33888182612649675
66,sample_2_66,128.38438457991208,-42.52318120168231,18.795875881990025,0.3200277881801328,0.11099823006693471
67,sample_2_67,16.444381809378772,-66.655878851343,164.29243580167397,0.2353376963163936,0.21099814219606583
68,sample_2_68,353.93425717515123,58.534300147458254,171.84599729114908,0.4986496497270167,0.0893520971924213
69,sample_2_69,158.88732961282548,77.5681985622399,162.48290003151828,0.05256790535275137,0.31318864264054835
70,sample_2_70,181.43965417605557,44.17825126156916,6.6218978892876095,0.23721542044824234,0.616538274637345
71,sample_2_71,116.47455077117405,-89.09185735329973,185.63015009552637,0.18024253410510332,0.26367682815718096
72,sample_2_72,93.5078512442166,-1.9792304184918663,199.72265179282502,0.1603163329873646,0.5778544326919346
73,sample_2_73,139.27997182558914,-52.929284148981246,22.685431608564244,0.4779534175836301,0.7040385875493576
74,sample_2_74,299.5252518515207,-72.56043099600592,112.3278577135996,0.4722488263376655,0.9107595631527869
75,sample_2_75,265.22820351630435,-17.339643006115324,102.14732738898803,0.10952499157627096,0.8514835090115389
76,sample_2_76,136.51542488842256,-70.21371955183291,16.390841992126777,0.18791149992414596,0.10684272339636006
77,sample_2_77,4.686228192701533,-74.14605351762344,145.63892384011766,0.292902359781747,0.937082653306939
78,sample_2_78,287.06498064679465,-80.45208858139013,25.392995639087246,0.42793421622469524,0.12251848888408383
79,sample_2_79,96.97969774587084,45.644835246759385,140.13668795337094,0.3722127775458468,0.6140189864758819
80,sample_2_80,209.7659771855639,-17.838646904117738,55.40704178010283,0.4225399682024624,0.25416092458451023
81,sample_2_81,9.198313514947543,54.67541721201201,14.256838629635585,0.30466888562421585,0.9475503355321016
82,sample_2_82,238.39206473457804,-81.46333110441165,173.49300777223834,0.21154227671577383,0.8863337943465379
83,sample_2_83,139.50804579095546,-1.2997076319078218,196.77709040235982,0.3666546148247083,0.7686897884384825
84,sample_2_84,178.9460704706258,-83.38632895388031,62.62155237436816,0.03976909966300786,0.5372066983412276
85,sample_2_85,149.36568654905003,71.38558661918734,21.749762353008705,0.46226541317780473,0.7125041900288802
86,sample_2_86,126.31353359668928,-47.15232674266608,196.22777578913968,0.3486152232122992,0.5257162736985557
87,sample_2_87,198.35149493888562,24.190045788814544,27.291278403719303,0.2815121026672029,0.1924376897597918
88,sample_2_88,350.2468754442471,59.10067285066927,52.75591390814725,0.38221333633456467,0.7152701481708001
89,sample_2_89,40.59932470949049,-38.96437666921321,186.53864104919776,0.3662639450645383,0.08353989112962903
90,sample_2_90,112.77275697616847,36.23192334127711,92.24027654108235,0.21567079946366144,0.26702815183473116
91,sample_2_91,15.047133735801806,10.6658090144835,33.93733227819368,0.3922240209859114,0.027065333931483086
92,sample_2_92,265.8231747037655,7.190138049234861,48.29421518828685,0.2591144418409521,0.2952116994557498
93,sample_2_93,236.70380204486818,-87.87790276215887,43.449680800779944,0.1903384414655566,0.007814737406394249
94,sample_2_94,77.26865406823691,66.76470416669798,125.14342503109728,0.36791718623741804,0.5669044181086752
95,sample_2_95,150.03082171688118,-81.40733271354142,109.36278575129752,0.29250163671529983,0.543150733472582
96,sample_2_96,231.78245245141608,53.84771988049454,116.82350990217665,0.18126164246982318,0.35010312766874446
97,sample_2_97,238.1326161362322,-85.93065613899914,91.58977855063796,0.46226481020710514,0.666925440585741
98,sample_2_98,61.37159757702397,-87.94112784118762,4.564553378512969,0.3803368606629693,0.24167252718219112
99,sample_2_99,317.39392321724176,-12.03004632490277,197.17127408841165,0.26646269177210674,0.6015224350737547
100,sample_2_100,280.0821595228888,-70.88766733891086,188.2779099498816,0.4867976641503296,0.5911398490402171
101,sample_2_101,48.2233809876006,-19.141437517091802,182.53038460502475,0.20621862806992342,0.1458252450515905
102,sample_2_102,312.80911659892195,-26.78928168747121,188.21020746811902,0.40592988842170397,0.181710602979263
103,sample_2_103,269.55928740178933,59.04428698399451,117.04217948431868,0.08572520313395073,0.7705157347941025
104,sample_2_104,287.49003689001506,6.687968898190306,148.89401699230066,0.2305525072235712,0.9302155330931086
105,sample_2_105,195.6037396649744,32.85835341239277,30.32442026215776,0.40302433485648287,0.6853816648356199
106,sample_2_106,79.50142858421123,-17.682605826962458,76.08626594767692,0.2703142495643067,0.642201958283475
107,sample_2_107,330.6441943136096,-68.0246428991314,152.69656504551384,0.036385698735653275,0.3569492244650065
108,sample_2_108,213.14985587531783,-89.18964286519068,58.393270217805544,0.39223046272276413,0.4497413451989884
109,sample_2_109,124.64530116594327,-5.505674952242899,146.6659352762809,0.3948006434861005,0.38626545641000154
110,sample_2_110,94.96000676227784,35.272698092242706,163.2528050362609,0.30050414387018126,0.9014045778270967
